,Title,Orchestra,Singer,Record Date,Genre,Duration,Label,Disc type,Disc No.
1,El ingeniero,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-07-22,Tango,03:20,Music Hall,Vinyl,12105
2,El recodo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-10-23,Tango,02:26,Music Hall,Vinyl,12105
3,La cumparsita,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-07-16,Tango,03:08,Music Hall,Vinyl,12105
4,La cachila,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-10-06,Tango,03:04,Music Hall,Vinyl,12105
5,Bar exposición,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-10-27,Tango,02:14,Music Hall,Vinyl,12105
6,Rodriguez Peña,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-08-04,Tango,03:16,Music Hall,Vinyl,12105
7,Abandono,Pedro Laurenz y su Orquesta Típica,Héctor Farrel,1937-10-18,Tango,02:32,RCA CAMDEN,Vinyl,CAL-3145
8,Vieja amiga,Pedro Laurenz y su Orquesta Típica,Juan Carlos Casas,1938-12-05,Tango,03:10,RCA CAMDEN,Vinyl,CAL-3145
9,Amurado,Pedro Laurenz y su Orquesta Típica,Juan Carlos Casas,1940-07-29,Tango,02:29,RCA CAMDEN,Vinyl,CAL-3145
10,De puro guapo,Pedro Laurenz y su Orquesta Típica,Juan Carlos Casas,1940-01-25,Tango,02:45,RCA CAMDEN,Vinyl,CAL-3145
11,No me extraña,Pedro Laurenz y su Orquesta Típica,Juan Carlos Casas,1940-01-25,Tango,02:43,RCA CAMDEN,Vinyl,CAL-3145
12,Al verla pasar,Pedro Laurenz y su Orquesta Típica,Juan Carlos Casas,1942-07-01,Tango,03:22,RCA CAMDEN,Vinyl,CAL-3145
13,Nunca tuvo novio,Pedro Laurenz y su Orquesta Típica,Alberto Podestá,1943-04-16,Tango,03:13,RCA CAMDEN,Vinyl,CAL-3145
14,Alma de bohemio,Pedro Laurenz y su Orquesta Típica,Alberto Podestá,1943-07-15,Tango,02:42,EMI,Vinyl,EMI-4376
15,Naranjo en flor,Pedro Laurenz y su Orquesta Típica,Jorge Linares,1944-07-18,Tango,02:49,EMI,Vinyl,EMI-4376
16,Milonga de mis amores,Pedro Laurenz y su Orquesta Típica,Instrumental,1944-01-14,Milonga,02:27,EMI,Vinyl,EMI-4376
17,Garúa,Pedro Laurenz y su Orquesta Típica,Alberto Podestá,1943-06-08,Tango,03:10,EMI,Vinyl,EMI-4376
18,Mendocina,Pedro Laurenz y su Orquesta Típica,Carlos Bermúdez y Jorge Linares,1944-12-19,Vals,02:33,EMI,Vinyl,EMI-4376
19,Me están sobrando las penas,Pedro Laurenz y su Orquesta Típica,Carlos Bermúdez,1944-07-08,Tango,02:52,EMI,Vinyl,EMI-4376
20,El pillete,Sexteto Julio De Caro,Instrumental,1927-01-12,Tango,02:51,RCA Victor,Vinyl,AVS-4672
21,Carro viejo,Sexteto Julio De Caro,Instrumental,1928-10-08,Tango,02:42,RCA Victor,Vinyl,AVS-4672
22,Risa loca,Sexteto Julio De Caro,Instrumental,1926-12-16,Tango,03:07,RCA Victor,Vinyl,AVS-4672
23,Gallo ciego,Sexteto Julio De Caro,Instrumental,1927-10-17,Tango,02:39,RCA Victor,Vinyl,AVS-4672
24,Maula,Sexteto Julio De Caro,Instrumental,1927-03-21,Tango,02:53,RCA Victor,Vinyl,AVS-4672
25,Copacabana / Nido de amor,Sexteto Julio De Caro,Instrumental,1927-12-09,Tango,02:34,RCA Victor,Vinyl,AVS-4672
27,Mala junta,Sexteto Julio De Caro,Instrumental,1927-09-13,Tango,03:16,RCA Victor,Vinyl,AVL-3173
28,La rayuela,Sexteto Julio De Caro,Instrumental,1926-09-06,Tango,02:59,RCA Victor,Vinyl,AVL-3173
29,Flores negras,Sexteto Julio De Caro,Instrumental,1927-12-09,Tango,03:09,RCA Victor,Vinyl,AVL-3173
30,Tierra querida,Sexteto Julio De Caro,Instrumental,1927-12-09,Tango,03:06,RCA Victor,Vinyl,AVL-3173
31,Colombina,Sexteto Julio De Caro,Instrumental,1926-06-28,Tango,02:55,RCA Victor,Vinyl,AVL-3173
32,La última cita,Sexteto Julio De Caro,Instrumental,1928-07-19,Tango,02:58,RCA Victor,Vinyl,AVL-3173
33,Adiós pueblo,Sexteto Julio De Caro,Instrumental,1928-08-14,Tango,03:03,RCA Victor,Vinyl,AVL-3173
34,Malena,Lucio Demare y su Orquesta Típica,Instrumental,1968-07-30,Tango,2:06,Disc Jockey,Vinyl,10030
35,Prisionero,Ricardo Tanturi y su Orquesta Típica,Enrique Campos,1944-11-14,Tango,02:21,RCA Victor,,60-0575
38,Belén,Sexteto Carlos Di Sarli,Instrumental,1929-10-09,Tango,02:40,RCA Victor,Vinyl,CAL-2994
39,Quién te ve,Sexteto Carlos Di Sarli,Santiago Devin (Devincenzi),1929-12-31,Tango,02:42,RCA Victor,Vinyl,CAL-2994
40,Cicatrices,Sexteto Carlos Di Sarli,Santiago Devin (Devincenzi),1930-01-24,Tango,02:27,RCA Victor,Vinyl,CAL-2994
41,No cantes victoria,Sexteto Carlos Di Sarli,Instrumental,1930-06-03,Tango,02:19,RCA Victor,Vinyl,CAL-2994
42,La estancia,Sexteto Carlos Di Sarli,Ernesto Famá,1930-11-04,Tango,03:19,RCA Victor,Vinyl,CAL-2994
43,Añorándote,Sexteto Carlos Di Sarli,Instrumental,1930-11-04,Tango,02:33,RCA Victor,Vinyl,CAL-2994
44,Maldita,Sexteto Carlos Di Sarli,Ernesto Famá,1931-08-14,Tango,02:28,RCA Victor,Vinyl,CAL-2994
45,El opio,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-05-09,Tango,02:45,Music Hall,Vinyl,LP1001
46,A la gran muñeca,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-05-09,Tango,02:41,Music Hall,Vinyl,LP1001
47,La cumparsita,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-07-16,Tango,03:05,Music Hall,Vinyl,LP1002
48,Nido gaucho,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1951-07-16,Tango,03:43,Music Hall,Vinyl,LP1002
49,El amanecer,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-09-26,Tango,02:24,Music Hall,Vinyl,LP1003
50,La morocha,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-09-26,Tango,02:42,Music Hall,Vinyl,LP1003
51,Organito de la tarde,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-10-23,Tango,02:42,Music Hall,Vinyl,LP1004
52,El once / A divertirse,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-10-23,Tango,02:46,Music Hall,Vinyl,LP1004
53,Don Juan,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-12-05,Tango,02:47,Music Hall,Vinyl,LP1005
54,El pollito,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-12-05,Tango,03:17,Music Hall,Vinyl,LP1005
55,Rodríguez peña,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-04-08,Tango,03:14,Music Hall,Vinyl,LP1006
56,Un momento,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,1952-04-08,Vals,03:03,Music Hall,Vinyl,LP1006
57,Cuatro vidas,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,1952-06-10,Tango,03:30,Music Hall,Vinyl,LP1007
58,La cachila,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-06-10,Tango,03:03,Music Hall,Vinyl,LP1007
59,Siete palabras,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-07-22,Tango,02:39,Music Hall,Vinyl,LP1008
60,El ingeniero,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-07-22,Tango,03:16,Music Hall,Vinyl,LP1008
61,Barba de choclo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-09-15,Tango,02:41,Music Hall,Vinyl,LP1009
62,Así era mi novia,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1952-09-15,Tango,03:08,Music Hall,Vinyl,LP1009
63,Mi refugio,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-10-27,Tango,02:29,Music Hall,Vinyl,LP1010
64,Pimienta,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-10-27,Tango,03:15,Music Hall,Vinyl,LP1010
65,Marianito,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-12-12,Tango,02:43,Music Hall,Vinyl,LP1012
66,El distinguido ciudadano,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-12-12,Tango,02:25,Music Hall,Vinyl,LP1012
67,No me pregunten por qué,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1953-03-05,Tango,03:28,Music Hall,Vinyl,LP1015
68,Se muere de amor,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1953-03-05,Tango,02:21,Music Hall,Vinyl,LP1015
69,Tangueando te quiero,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1953-04-21,Tango,02:42,Music Hall,Vinyl,LP1022
70,Quien te iguala,Carlos Di Sarli y su Orquesta Típica,Instrumental,1953-04-21,Tango,02:50,Music Hall,Vinyl,LP1022
71,Clavel del aire,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,1953-06-26,Tango,03:04,Music Hall,Vinyl,LP1023
72,Tu pálida voz,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1953-06-26,Vals,02:29,Music Hall,Vinyl,LP1023
73,Re Fa Si,Carlos Di Sarli y su Orquesta Típica,Instrumental,1953-10-30,Tango,03:02,Music Hall,Vinyl,LP1025
74,Déjame hablar,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1953-10-30,Tango,02:41,Music Hall,Vinyl,LP1025
75,Quejas de bandoneón,Carlos Di Sarli y su Orquesta Típica,Instrumental,1953-10-30,Tango,02:13,Music Hall,Vinyl,LP1026
76,Porteño y bailarín,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1953-10-30,Tango,03:22,Music Hall,Vinyl,LP1026
77,Al compás del corazón / Late un corazón,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,,Tango,03:30,Music Hall,Vinyl,LP1042
78,Fulgor,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,,Tango,03:11,Music Hall,Vinyl,LP1042
79,La canción más triste,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,,Tango,02:58,Music Hall,Vinyl,LP1050
80,Cuidao con los 50,Carlos Di Sarli y su Orquesta Típica,Instrumental,,Tango,02:14,Music Hall,Vinyl,LP1050
81,Patotero sentimental,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,,Tango,02:59,Music Hall,Vinyl,LP1070
82,Tinta verde,Carlos Di Sarli y su Orquesta Típica,Instrumental,,Tango,02:30,Music Hall,Vinyl,LP1070
83,Tengo un amigo,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,,Tango,03:25,Music Hall,Vinyl,LP1079
84,Chimentos,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,,Tango,02:28,Music Hall,Vinyl,LP1079
85,El choclo,Carlos Di Sarli y su Orquesta Típica,Instrumental,,Tango,02:47,Music Hall,Vinyl,15121
86,"Buenos Aires, yo te canto",Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,,Tango,03:21,Music Hall,Vinyl,15175
89,Soy del noventa,Rodolfo Biagi y su Orquesta Típica,Carlos Acuña,1943-07-08,Milonga,02:13,Odeon,,LDI-509
90,Tengo mil novias,Juan Arvizu con orquesta,,,Vals,03:09,RCA CAMDEN,Vinyl,CAL-2962
91,"Salud, dinero y amor",Juan Arvizu con orquesta,,,Vals,02:35,RCA CAMDEN,Vinyl,CAL-2962
92,Dímelo al oído,Tito Schipo con orquesta,,,Tango,02:19,RCA Victor,Vinyl,AVL-3520
93,La cumparsita,Tito Schipo con orquesta,,,Tango,03:09,RCA Victor,Vinyl,AVL-3520
94,Donde estás corazón?,Tito Schipo con orquesta,,1931-06-08,Tango,02:26,RCA Victor,Vinyl,AVL-3520
95,La tablada,Juan D'Arienzo y su Orquesta Típica,Instrumental,1965-08-11,Tango,02:23,RCA Victor,,AVS-4360
96,El pollito,Juan D'Arienzo y su Orquesta Típica,Instrumental,1965-08-11,Tango,02:20,RCA Victor,,AVS-4360
97,Charamusca,Juan D'Arienzo y su Orquesta Típica,Instrumental,1965-08-11,Tango,02:04,RCA Victor,,AVS-4360
98,El chamuyo,Juan D'Arienzo y su Orquesta Típica,Instrumental,1965-08-11,Tango,02:30,RCA Victor,,AVS-4360
99,Se acabaron los otarios,Juan D'Arienzo y su Orquesta Típica,Armando Laborde,1965-08-27,Tango,03:01,RCA Victor,,AVS-4360
100,El internado,Juan D'Arienzo y su Orquesta Típica,Instrumental,1965-08-27,Tango,02:29,RCA Victor,,AVS-4360
102,Chiclana,Astor Piazzolla y su Orquesta Típica,Instrumental,1947-12-10,Tango,02:45,Odeon,Vinyl,URL-432
103,El desbande,Astor Piazzolla y su Orquesta Típica,Instrumental,1946-11-28,Tango,02:56,Odeon,Vinyl,URL-432
104,El recodo,Astor Piazzolla y su Orquesta Típica,Instrumental,1946-09-27,Tango,02:22,Odeon,Vinyl,URL-432
105,Taconeando,Astor Piazzolla y su Orquesta Típica,Instrumental,1947-10-03,Tango,03:01,Odeon,Vinyl,URL-432
106,Se armó / El revuelo,Astor Piazzolla y su Orquesta Típica,Instrumental,1947-06-23,Tango,02:39,Odeon,Vinyl,URL-432
107,Tierra querida,Astor Piazzolla y su Orquesta Típica,Instrumental,1948-04-10,Tango,03:06,Odeon,Vinyl,URL-432
108,Villeguita,Astor Piazzolla y su Orquesta Típica,Instrumental,1948-12-14,Tango,03:17,Odeon,Vinyl,URL-432
110,Anoche te soñé,Francisco Canaro y su Quinteto Pirincho,Instrumental,1962-05-11,Vals,02:41,EMI,Vinyl,EMI-4049
111,El firulete,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-08-28,Milonga,02:27,EMI,Vinyl,EMI-4049
112,Olga,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-06-08,Vals,02:22,EMI,Vinyl,EMI-4049
113,Orillera,Francisco Canaro y su Quinteto Pirincho,Instrumental,1960-12-01,Milonga,02:20,EMI,Vinyl,EMI-4049
114,A mi madre,Francisco Canaro y su Quinteto Pirincho,Instrumental,1958-05-26,Vals,02:27,EMI,Vinyl,EMI-4049
115,Bailonga,Francisco Canaro y su Quinteto Pirincho,Instrumental,1958-04-21,Milonga,02:20,EMI,Vinyl,EMI-4049
116,El alacrán,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-29,Tango,02:21,Odeon,Vinyl,URL-20631
117,Canaro en París,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-04-13,Tango,02:34,Odeon,Vinyl,URL-20631
118,El pollito,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-22,Tango,02:32,Odeon,Vinyl,URL-20631
119,La payanca,Francisco Canaro y su Quinteto Pirincho,Instrumental,1964-07-29,Tango,02:56,Odeon,Vinyl,URL-20631
120,Bailonga,Francisco Canaro y su Quinteto Pirincho,Instrumental,1958-04-21,Milonga,02:20,Odeon,Vinyl,URL-20631
121,El chamuyo,Francisco Canaro y su Quinteto Pirincho,Instrumental,1950-08-01,Tango,02:45,Odeon,Vinyl,URL-20631
122,Charamusca,Francisco Canaro y su Quinteto Pirincho,Instrumental,1950-12-06,Tango,02:31,Odeon,Vinyl,URL-20631
123,Olga,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-06-08,Vals,02:20,EMI,Vinyl,EMI-4070
124,Orillera,Francisco Canaro y su Quinteto Pirincho,Instrumental,1960-12-01,Milonga,02:19,EMI,Vinyl,EMI-4070
125,Vibraciones del alma,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-04-13,Vals,02:44,EMI,Vinyl,EMI-4070
126,Zorro gris,Francisco Canaro y su Quinteto Pirincho,Instrumental,1957-01-31,Tango,02:42,EMI,Vinyl,EMI-4070
127,Rodriguez Peña,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-15,Tango,02:28,EMI,Vinyl,EMI-4070
128,Derecho viejo,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-04-24,Tango,02:19,EMI,Vinyl,EMI-4070
129,El apache argentino,Francisco Canaro y su Quinteto Pirincho,Instrumental,1955-04-28,Tango,02:28,EMI,Vinyl,EMI-4070
130,Taquito militar,Francisco Canaro y su Quinteto Pirincho,Instrumental,1954-05-28,Milonga,02:50,EMI,Vinyl,EMI-4041
131,Mi coqueta,Francisco Canaro y su Quinteto Pirincho,Instrumental,1960-08-16,Vals,02:17,EMI,Vinyl,EMI-4041
132,El favorito,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-06-08,Tango Milonga,03:03,EMI,Vinyl,EMI-4041
133,Nueve puntos,Francisco Canaro y su Quinteto Pirincho,Instrumental,1955-03-08,Tango,02:22,EMI,Vinyl,EMI-4041
134,Viviré con tu recuerdo,Francisco Canaro y su Quinteto Pirincho,Instrumental,1954-11-17,Vals,02:36,EMI,Vinyl,EMI-4041
135,La trampera,Francisco Canaro y su Quinteto Pirincho,Instrumental,1955-12-27,Milonga,02:28,EMI,Vinyl,EMI-4041
136,Mala junta,Francisco Canaro y su Quinteto Pirincho,Instrumental,1957-09-02,Tango,02:47,Odeon,Vinyl,URL-532
137,El talar,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-12-19,Tango,02:18,Odeon,Vinyl,URL-532
138,Se dice de mí,Francisco Canaro y su Quinteto Pirincho,Instrumental,1954-08-02,Milonga,02:44,Odeon,Vinyl,URL-532
139,Bajo el cielo azul,Francisco Canaro y su Quinteto Pirincho,Instrumental,1955-10-25,Vals,02:26,Odeon,Vinyl,URL-532
140,El pillín,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-09-19,Tango,02:34,Odeon,Vinyl,URL-532
141,La refalosa,Francisco Canaro y su Quinteto Pirincho,Instrumental,1955-07-25,Polca criolla,02:12,Odeon,Vinyl,URL-532
142,Bronce,Francisco Canaro y su Quinteto Pirincho,Instrumental,1958-04-21,Tango,02:27,Odeon,Vinyl,URL-532
143,La cara de la luna,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-09,Tango,02:23,Odeon,Vinyl,URL-758
144,El porteñito,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-09,Tango,02:26,Odeon,Vinyl,URL-758
145,La morocha,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-22,Tango,02:08,Odeon,Vinyl,URL-758
146,Don Juan,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-15,Tango,02:20,Odeon,Vinyl,URL-758
147,Mi noche triste,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-29,Tango,03:14,Odeon,Vinyl,URL-758
148,La cumparsita,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-29,Tango,02:52,Odeon,Vinyl,URL-758
149,El marne,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-04-20,Tango,02:22,Odeon,Vinyl,URL-758
150,El firulete,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-08-28,Milonga,02:24,Odeon,Vinyl,URL-826
151,A mi madre,Francisco Canaro y su Quinteto Pirincho,Instrumental,1958-05-26,Vals,02:27,Odeon,Vinyl,URL-826
152,Taquito militar,Francisco Canaro y su Quinteto Pirincho,Instrumental,1954-05-28,Milonga,02:51,Odeon,Vinyl,URL-826
153,A pan y agua,Francisco Canaro y su Quinteto Pirincho,Instrumental,1960-11-29,Tango,02:33,Odeon,Vinyl,URL-826
154,Marianito,Francisco Canaro y su Quinteto Pirincho,Instrumental,1957-01-31,Tango,02:47,Odeon,Vinyl,URL-826
155,Recordando el 900,Francisco Canaro y su Quinteto Pirincho,Instrumental,1959-03-24,Tango,03:06,Odeon,Vinyl,URL-826
156,Mano brava,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-04-24,Tango,03:09,Odeon,Vinyl,URL-826
157,Taquito militar,Francisco Canaro y su Quinteto Pirincho,Instrumental,1954-05-28,Milonga,02:51,EMI,Vinyl,URL-55485
158,Mi coqueta,Francisco Canaro y su Quinteto Pirincho,Instrumental,1960-08-16,Vals,02:19,EMI,Vinyl,URL-55485
159,El favorito,Francisco Canaro y su Quinteto Pirincho,Instrumental,1956-06-08,Tango Milonga,03:06,EMI,Vinyl,URL-55485
160,Nueve puntos,Francisco Canaro y su Quinteto Pirincho,Instrumental,1955-03-08,Tango,02:23,EMI,Vinyl,URL-55485
161,Viviré con tu recuerdo,Francisco Canaro y su Quinteto Pirincho,Instrumental,1954-11-17,Vals,02:37,EMI,Vinyl,URL-55485
162,La trampera,Francisco Canaro y su Quinteto Pirincho,Instrumental,1955-12-27,Milonga,02:28,EMI,Vinyl,URL-55485
169,La rayuela,Julio De Caro y su Orquesta Típica,Instrumental,1941-03-27,Tango,03:01,Odeon,Vinyl,LDI-456
170,Moulin rouge,Julio De Caro y su Orquesta Típica,Instrumental,1941-05-29,Tango,02:53,Odeon,Vinyl,LDI-456
171,Boedo,Julio De Caro y su Orquesta Típica,,1939-07-07,Tango,03:00,Odeon,Vinyl,LDI-456
172,El monito,Julio De Caro y su Orquesta Típica,Instrumental,1939-07-07,Tango,02:20,Odeon,Vinyl,LDI-456
173,Tierra negra,Julio De Caro y su Orquesta Típica,Instrumental,1940-12-03,Tango,02:26,Odeon,Vinyl,LDI-456
174,El baquiano,Julio De Caro y su Orquesta Típica,Instrumental,1941-05-29,Tango,02:22,Odeon,Vinyl,LDI-456
175,La yumba,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1952-11-13,Tango,02:45,Odeon,Vinyl,55569 A
176,Corazoneando,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1958-01-02,Tango,03:15,Odeon,Vinyl,55569 A
177,"Adiós, Bardi",Osvaldo Pugliese y su Orquesta Típica,Instrumental,1944-10-17,Tango,02:43,Odeon,Vinyl,55569 A
178,Recuerdo,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1944-03-31,Tango,02:45,Odeon,Vinyl,55569 B
179,Entrador,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1952-05-06,Tango,03:03,Odeon,Vinyl,55569 B
180,La cachila,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1952-11-24,Tango,02:31,Odeon,Vinyl,55569 B
181,Malambeao,Osvaldo Pugliese y su Orquesta Típica,Instrumental,,Tango,04:02,Philips,Vinyl,00033-A
182,Milonga del soldado,Osvaldo Pugliese y su Orquesta Típica,Alfredo Belusi y Jorge Maciel,,Milonga,02:59,Philips,Vinyl,00033-A
183,El adiós,Osvaldo Pugliese y su Orquesta Típica,Jorge Maciel,,Tango,03:16,Philips,Vinyl,00033-A
184,A los artistas plásticos,Osvaldo Pugliese y su Orquesta Típica,Instrumental,,Tango,03:10,Philips,Vinyl,00033-B
185,Navidad,Osvaldo Pugliese y su Orquesta Típica,Jorge Maciel,,Vals,03:30,Philips,Vinyl,00033-B
186,Verano porteño,Osvaldo Pugliese y su Orquesta Típica,Instrumental,,Tango,03:30,Philips,Vinyl,00033-B
188,Noches de cabaret,Héctor Varela y su Orquesta Típica,Rodolfo Lesica,1952-05-23,Tango,02:58,,Vinyl,
189,Canzoneta,Héctor Varela y su Orquesta Típica,Rodolfo Lesica,1954-04-20,Tango,03:14,,Vinyl,
190,Igual que dos palomas,Héctor Varela y su Orquesta Típica,Rodolfo Lesica y Argentino Ledesma,1953-06-16,Vals,02:39,,Vinyl,
191,Canaro en París,Héctor Varela y su Orquesta Típica,Argentino Ledesma,1951-09-24,Tango,02:46,,Vinyl,
192,Prienda,Héctor Varela y su Orquesta Típica,Argentino Ledesma,1953-03-06,Tango,03:27,,Vinyl,
193,Suipacha,Héctor Varela y su Orquesta Típica,Instrumental,1951-11-15,Tango,02:53,,Vinyl,
194,Volvé mi negra,Héctor Varela y su Orquesta Típica,Rodolfo Lesica,1953-06-16,Tango,02:50,,Vinyl,
195,El entrerriano,Héctor Varela y su Orquesta Típica,Instrumental,1957-03-29,Tango,03:09,,Vinyl,
196,Derecho viejo,Héctor Varela y su Orquesta Típica,Instrumental,1957-04-08,Tango,02:26,,Vinyl,
197,Fuegos artificiales,Héctor Varela y su Orquesta Típica,Instrumental,1957-04-08,Tango,02:29,,Vinyl,
198,La tablada,Héctor Varela y su Orquesta Típica,Instrumental,1957-03-29,Tango,03:41,,Vinyl,
199,Don Goyo,Héctor Varela y su Orquesta Típica,Instrumental,1957-04-26,Tango,02:28,,Vinyl,
200,El pensamiento,Héctor Varela y su Orquesta Típica,Instrumental,1957-05-03,Tango,02:26,,Vinyl,
201,La tablada,Rodolfo Biagi y su Orquesta Típica,Instrumental,1962-01-01,Tango,02:15,,Vinyl,
202,Milonga con variaciones,Rodolfo Biagi y su Orquesta Típica,Instrumental,1962-01-01,Tango,02:31,,Vinyl,
203,Mariposita,Rodolfo Biagi y su Orquesta Típica,Hugo Duval,1962-01-01,Tango,02:38,,Vinyl,
204,Palermo,Rodolfo Biagi y su Orquesta Típica,Carlos Almagro,1962-01-01,Tango,02:37,,Vinyl,
205,Y a mi qué?,Rodolfo Biagi y su Orquesta Típica,Carlos Almagro,1962-01-01,Tango,02:37,,Vinyl,
206,Duerme mi niña,Rodolfo Biagi y su Orquesta Típica,Carlos Almagro,1962-01-01,Tango,03:05,,Vinyl,
207,Quejas de bandoneón,Conjunto Don Rodolfo (Trío Yumba),Hugo Duval,,Tango,02:47,,Vinyl,
208,Lagrimas y sonrisas,Conjunto Don Rodolfo (Trío Yumba),Instrumental,,Vals,01:47,,Vinyl,
209,Caricias,Conjunto Don Rodolfo (Trío Yumba),Hugo Duval,,Tango,02:46,,Vinyl,
210,A la gran muñeca,Conjunto Don Rodolfo (Trío Yumba),Instrumental,,Tango,02:01,,Vinyl,
211,Don Rodolfo,Conjunto Don Rodolfo (Trío Yumba),Instrumental,,Tango,02:01,,Vinyl,
212,Mi alondra,Conjunto Don Rodolfo (Trío Yumba),Hugo Duval,,Tango,02:02,,Vinyl,
213,Qué solo estoy,Lucio Demare y su Orquesta Típica,Raúl Berón,1943-12-21,Tango,03:00,Odeon,Vinyl,DMO-55454
214,Ropa blanca,Lucio Demare y su Orquesta Típica,Raúl Berón,1943-06-10,Milonga,02:52,Odeon,Vinyl,DMO-55454
215,Soy del 90,Lucio Demare y su Orquesta Típica,Raúl Berón,1943-05-06,Tango,03:07,Odeon,Vinyl,DMO-55454
216,La cosa fue en un boliche,Lucio Demare y su Orquesta Típica,Raúl Berón,1943-06-10,Tango,03:01,Odeon,Vinyl,DMO-55454
217,"Señores, yo soy del centro",Lucio Demare y su Orquesta Típica,Horacio Quintana,1944-11-14,Milonga,02:28,Odeon,Vinyl,DMO-55454
