,Title,Rhythm,Year of Composition,Music Composer,Lyrics Composer,Genre,Vocalist,Ensemble,Instrumentalist,Recording Info,Duration,File ID
3872,Mano a mano,Tango,1923,"Carlos Gardel, José Razzano",Celedonio Flores,Tango,Carlos Gardel,Guitarras de Barbieri y Ricardo.,,17-12-1927 Barcelona Odeon 18234 SO-4566,03:04,766
3873,Mano a mano,Tango,1923,"Carlos Gardel, José Razzano",Celedonio Flores,Tango,Carlos Dante,Orquesta,Alfredo De Angelis,27-12-1946 Buenos Aires Odeon 30405-A 16153,,
3874,Mano a mano,Tango,1923,"Carlos Gardel, José Razzano",Celedonio Flores,Tango,Instrumental,Trío,Ciriaco Ortiz,3-10-1933 Buenos Aires Victor 37495-A 74322,02:36,567
3875,Mano a mano,Tango,1923,"Carlos Gardel, José Razzano",Celedonio Flores,Tango,Julio Sosa,Orquesta,Leopoldo Federico,11-4-1962 Buenos Aires CBS-Columbia 8340 2911,,
3876,Mano a mano,Tango,1923,"Carlos Gardel, José Razzano",Celedonio Flores,Tango,Roberto Líster Nina Miranda,Orquesta,Donato Racciatti,1952 Montevideo Sondor,,2112
3877,Mano a mano,Tango,1923,"Carlos Gardel, José Razzano",Celedonio Flores,Tango,Raúl Del Mar Héctor Gagliardi,Orquesta,Miguel Caló,1965 Colombia,,
3878,Mano a mano,Tango,1923,"Carlos Gardel, José Razzano",Celedonio Flores,Tango,Lucho Gatica,Orquesta,Miguel Caló,1965 Chile Odeon LDM-8166,,
3879,Mano a mano,Tango,1923,"Carlos Gardel, José Razzano",Celedonio Flores,Tango,Adriana Varela,,Néstor Marconi,1999 Buenos Aires ND CDND-444 Cuando el río suena,,
3880,Mano brava,Milonga,1941,Manuel Buzón,Enrique Cadícamo,Milonga,Instrumental,Trío de guitarras Piaste Tango,,Buenos Aires,03:00,7451
3881,Mano brava,Milonga,1941,Manuel Buzón,Enrique Cadícamo,Milonga,Francisco Fiorentino,Orquesta,Aníbal Troilo,4-3-1941 Buenos Aires RCA-Victor 39246 39823,02:21,5424
3882,Mano brava,Milonga,1941,Manuel Buzón,Enrique Cadícamo,Milonga,Instrumental,Orquesta,Aníbal Troilo,1952 Buenos Aires T.K. S 5133 310,,
3883,Mano cruel,Tango,1928,Carmelo Mutarelli,Armando Tagini,Tango,Walter Romero,Con guitarras,,1-1-1900 Buenos Aires PAI 3128,02:47,7070
3884,Mano cruel,Tango,1928,Carmelo Mutarelli,Armando Tagini,Tango,Roberto Chanel,Orquesta,Florindo Sassone,21-3-1949 Buenos Aires RCA-Victor 60-1767 91239,,
3885,Mano cruel,Tango,1928,Carmelo Mutarelli,Armando Tagini,Tango,Roberto Florio,Orquesta,José Basso,1962 Buenos Aires Music Hall 12239,,
3886,Manoblanca,Tango,1941,Antonio De Bassi,Homero Manzi,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,9-3-1944 Buenos Aires RCA-Victor 60-0376 79547,,
3887,Manoblanca,Tango,1941,Antonio De Bassi,Homero Manzi,Tango,Nelly Omar,Guitarras de,José Canet,Buenos Aires Embassy,02:35,816
3888,Manojito de claveles,Pasodoble,,Francisco Lozano,Julio Suárez Dopico,Pasodoble,Carlos Bermúdez,,,1948 Buenos Aires Victor,,
3889,Manón,Tango,1933,Arturo De Bassi,Antonio Podestá,Tango,Abel Córdoba,Orquesta,Osvaldo Pugliese,1969 BUENOS AIRES Philips 82229 08.1969,,
3890,Manón,Tango,1933,Arturo De Bassi,Antonio Podestá,Tango,Abel Córdoba,Orquesta,Osvaldo Pugliese,1969 BUENOS AIRES Philips 82229 08.1969,,
3891,Manos adoradas,Vals,,Roberto Rufino,Horacio Sanguinetti,Vals,Aldo Calderón,Orquesta,Ismael Spitalnik,24-10-1952 Buenos Aires RCA-Victor,02:56,2876
3892,Manos adoradas,Vals,,Roberto Rufino,Horacio Sanguinetti,Vals,Juan Carlos Fabri,Orquesta,Miguel Caló,3-10-1952 Buenos Aires Odeon 55479 18626,,
3893,Manos adoradas,Vals,,Roberto Rufino,Horacio Sanguinetti,Vals,Alberto Morán,Orquesta,Osvaldo Pugliese,18-11-1952 Buenos Aires Odeon 55500 18714,,
3894,Manos adoradas,Vals,,Roberto Rufino,Horacio Sanguinetti,Vals,Roberto Rufino,Orquesta Roberto Rufino - Dir:,Armando Cupo,1952 Buenos Aires Orfeo 37003,,
3895,Manos adoradas,Vals,,Roberto Rufino,Horacio Sanguinetti,Vals,Roberto Rufino,Orquesta,Omar Valente,1981 Buenos Aires Micronda 5037-A,,
3896,Manos brujas,Foxtrot,1928,José María Aguilar,José María Aguilar,Foxtrot,Carlos Gardel,"Guitarras de Aguilar, Barbieri y Ricardo",,22-12-1928 Paris Odeon 188028 KI-2077/4,02:45,6235
3897,Manuelita,Vals,,José María Aguilar,José María Macías,Vals,Carlos Gardel,Guitarras de Aguilar y Barbieri,,10-9-1929 Buenos Aires Odeon 18297 4568,02:48,6934
3898,Maquillaje,Tango,,Virgilio Expósito,Homero Expósito,Tango,Adriana Varela,Piano de,Virgilio Expósito,1993 Buenos Aires Melopea CDMSE 5047 Maquillaje,03:23,1789
3899,Maquillaje,Tango,,Virgilio Expósito,Homero Expósito,Tango,Adriana Varela,Conjunto dir:,Esteban Morgado,1996 Buenos Aires Melopea/ND ND-02 Tango en vivo,,
3900,Mar del Plata,Tango,,Luis Bernstein,,Tango,Instrumental,Orquesta,Juan Bautista Guido,3-5-1927 Buenos Aires RCA-Victor 79843-A,02:40,3681
3901,Maradoneando,Milonga,,Pablo Bernaba,Elma Voto,Milonga,Hernán Cucuza Castiello Omar Garré Hernán Fernández,,Quinteto Negro La Boca,2010 Buenos Aires QNLB S/Nº,02:34,7049
3902,Maragata,Arr. en tango,,Francisco Martino,Francisco Martino,Arr. en tango,Francisco Fiorentino,Orquesta,Aníbal Troilo,9-10-1941 Buenos Aires RCA-Victor 39434 59820,,
3903,Marcao,Tango,,Vicente Demarco,Alfredo Faustino Roldán,Tango,Oscar Larroca,Orquesta,Alfredo De Angelis,5-11-1953 Buenos Aires Odeon 55816-A 19218,,
3904,Marcas,Tango,,Héctor Artola,Carlos Bahr,Tango,Jorge Ortiz,Orquesta,Rodolfo Biagi,15-10-1940 Buenos Aires Odeon 5617 10773,,
3905,Marcha del Club Atlanta,Marcha,,,,Marcha,Carlos Bermúdez,Orquesta,Juan Bava,1938 Buenos Aires,,
3906,Marcheta,Vals,,Víctor Schertzinger,,Vals,Instrumental,Orquesta,Rodolfo Biagi,3-12-1941 Buenos Aires Odeon 5628 11616,,
3907,Marejada,Tango,,Roberto Firpo,Daniel López Barreto,Tango,Instrumental,Orquesta,Carlos Di Sarli,16-7-1941 Buenos Aires RCA-Victor 39358 59581,,
3908,Marejada,Tango,,Roberto Firpo,Daniel López Barreto,Tango,Instrumental,Orquesta,Francisco Rotundo,6-7-1950 Buenos Aires Odeon 55120 17706,,
3909,Marejada,Tango,,Roberto Firpo,Daniel López Barreto,Tango,Instrumental,Orquesta,Osvaldo Pugliese,1967 Buenos Aires Philips 82194 01.1968,,
3910,Margarita de agosto,Tango,,Raúl Garello,,Tango,Instrumental,Orquesta,Raúl Garello,Buenos Aires EMI CD 7 80069 2,03:38,1751
3911,Margarita Gauthier,Tango,1943,Joaquín Mora,Julio Jorge Nelson,Tango,Ángel Varela,Orquesta,Alberto Mancione,26-11-1952 Buenos Aires RCA-Victor,,
3912,Margarita Gauthier,Tango,1943,Joaquín Mora,Julio Jorge Nelson,Tango,Francisco Fiorentino,Orquesta,Aníbal Troilo,11-3-1943 Buenos Aires RCA-Victor 60-0017 84251,,
3913,Margarita Gauthier,Tango,1943,Joaquín Mora,Julio Jorge Nelson,Tango,Raúl Berón,Orquesta,Miguel Caló,9-9-1942 Buenos Aires Odeon 8370 12204,,
3914,Margarita Gauthier,Tango,1943,Joaquín Mora,Julio Jorge Nelson,Tango,Pedro Dátila,Orquesta,Osmar Maderna,20-2-1947 Buenos Aires RCA-Victor 60-1238,,
3915,Margarita Gauthier,Tango,1943,Joaquín Mora,Julio Jorge Nelson,Tango,Roberto Goyeneche,Orquesta,Horacio Salgán,1954 Buenos Aires Music Hall,03:00,3649
3916,Margaritas,Tango,1929,Juan Moreno González,Gabino Coria Peñaloza,Tango,Nelly Omar,Guitarras de,José Canet,1981 Buenos Aires RCA-Victor LZ-1509,,
3917,Margo,Tango,1945,Armando Pontier,Homero Expósito,Tango,Alberto Marino,Orquesta,Aníbal Troilo,18-12-1945 Buenos Aires RCA-Victor 60-0847 80935,,
3918,Margo,Tango,1945,Armando Pontier,Homero Expósito,Tango,Julio Sosa,Orquesta,Armando Pontier,26-6-1959 Buenos Aires CBS-Columbia 8263 1885,,
3919,Margo,Tango,1945,Armando Pontier,Homero Expósito,Tango,Guillermo Rico,Orquesta,Francisco Canaro,14-12-1945 Buenos Aires Odeon 5275 15186,,
3920,Margo,Tango,1945,Armando Pontier,Homero Expósito,Tango,Raúl Iriarte,Orquesta,Miguel Caló,15-11-1945 Buenos Aires Odeon 30008 15104,,
3921,Margo,Tango,1945,Armando Pontier,Homero Expósito,Tango,Orlando Verri,Orquesta,Osmar Maderna,1946 Montevideo Sondor 5056,,
3922,Margot,Tango,1921,"José Ricardo, Carlos Gardel",Celedonio Flores,Tango,Julio Sosa,Orquesta,Leopoldo Federico,6-12-1962 Buenos Aires CBS-Columbia 8379 3265,,
3923,Margot,Tango,1921,"José Ricardo, Carlos Gardel",Celedonio Flores,Tango,Carlos Saavedra,Orquesta,Rodolfo Biagi,23-9-1947 Buenos Aires Odeon 5667 16178,,
3924,Margot,Tango,1921,"José Ricardo, Carlos Gardel",Celedonio Flores,Tango,Carlos Gardel,Guitarra de,José Ricardo,1921 Buenos Aires Odeon 18033 443,02:43,502
3925,María,Tango,1945,Aníbal Troilo,Cátulo Castillo,Tango,Roberto Rufino,Orquesta,Aníbal Troilo,7-5-1963 Buenos Aires RCA-Victor AVL-3486 3819,,
3926,María,Tango,1945,Aníbal Troilo,Cátulo Castillo,Tango,Alberto Marino,Orquesta,Aníbal Troilo,9-10-1945 Buenos Aires RCA-Victor 60-0795 80840,,
3927,María,Tango,1945,Aníbal Troilo,Cátulo Castillo,Tango,Julio Sosa,Orquesta,Leopoldo Federico,15-11-1962 Buenos Aires CBS-Columbia 8379 3238,,
3928,María,Tango,1945,Aníbal Troilo,Cátulo Castillo,Tango,Oscar Alonso,Con guitarras,,1946 Montevideo Sondor 5096 1680,,
3929,María,Tango,1945,Aníbal Troilo,Cátulo Castillo,Tango,Agustín Irusta,Orquesta,Américo Caggiano,1946 México RCA-Victor 70-7360,02:34,1498
3930,María Esther,Vals,,Juan Maglio,,Vals,Instrumental,Trío,Claudio Aristimuño,2009 Buenos Aires C. Aristimuño-UMI MTD8849,02:37,7025
3931,María la del portón,Tango,,Andrés Natale,Abel Aznar,Tango,Floreal Ruiz,Orquesta,José Basso,3-12-1958 Buenos Aires Odeon 52463 23689,,
3932,María Remedios,Vals,,Germán Teisseire,Carlos Pesce,Vals,Alberto Fuentes,Orquesta,Pedro Laurenz,2-12-1942 Buenos Aires RCA-Victor 39805 84088,,
3933,María Triniá,Vals,,José García,Roberto Ratti,Vals,Alfredo Rojas,Orquesta,José García,13-5-1943 Buenos Aires Odeon 7410 12762,,
3934,Mariana,Milonga,,"Ricardo Malerba, Francisco Caso",Homero Manzi,Milonga,Orlando Medina,Orquesta,Ricardo Malerba,5-10-1942 Buenos Aires Odeon 5551 12275,,
3935,Marianito,Tango,,Domingo Salerno,,Tango,Instrumental,Orquesta,Carlos Di Sarli,20-5-1941 Buenos Aires RCA-Victor 39295 39895,,
3936,Marianito,Tango,,Domingo Salerno,,Tango,Instrumental,Orquesta,Carlos Di Sarli,1952 Buenos Aires Music Hall 1012A BA 1021,,
3937,Marina,Arr. en tango,,Dorival Caymmi,,Arr. en tango,Instrumental,Orquesta,Miguel Caló,1959 Brasil Odeon LDM-8143 12149,,
3938,Marinera,Tango,,Pedro Laurenz,Carlos Marín,Tango,Ángel Cárdenas,Orquesta,Aníbal Troilo,4-6-1959 Buenos Aires Odeon 52519 24088,03:07,5382
3939,Marión,Tango,,Luis Rubistein,Luis Rubistein,Tango,Roberto Rufino,Orquesta,Miguel Caló,8-9-1966 Buenos Aires Odeon LDB-114 32740,,
3940,Marión,Tango,,Luis Rubistein,Luis Rubistein,Tango,Raúl Iriarte,Orquesta,Miguel Caló,27-12-1943 Buenos Aires Odeon 8383 13486,,
3941,Marión,Tango,,Luis Rubistein,Luis Rubistein,Tango,Roberto Rufino,Orquesta,Miguel Caló,8-9-1966 Buenos Aires Odeon LDB-114 32740,,
3942,Marión,Tango,,Luis Rubistein,Luis Rubistein,Tango,Walter Laborde,,Típica Sans Souci,Buenos Aires Particular,02:51,1914
3943,Marioneta,Tango,1928,Juan José Guichandut,Armando Tagini,Tango,Carlos Gardel,"Guitarras de Aguilar, Barbieri y Ricardo",,20-10-1928 Paris Odeon 18254 KI-1883/2,02:24,1428
3944,Marioneta,Tango,1928,Juan José Guichandut,Armando Tagini,Tango,Floreal Ruiz,Orquesta,Alfredo De Angelis,23-7-1943 Buenos Aires Odeon 3770-A 12956,,
3945,Marioneta,Tango,1928,Juan José Guichandut,Armando Tagini,Tango,Floreal Ruiz,Orquesta,Aníbal Troilo,6-10-1944 Buenos Aires RCA-Victor 60-0554 79889,03:20,817
3946,Marioneta,Tango,1928,Juan José Guichandut,Armando Tagini,Tango,Floreal Ruiz,Orquesta,José Basso,1963 Buenos Aires Music Hall 636 30223,,
3947,Mariposita,Tango,1941,Anselmo Aieta,Francisco García Jiménez,Tango,Instrumental,Orquesta,Francisco Rotundo,18-8-1950 Buenos Aires Odeon 55145 17764,,
3948,Mariposita,Tango,1941,Anselmo Aieta,Francisco García Jiménez,Tango,Alberto Marino,Orquesta Alberto Marino - Dir:,Osvaldo Manzi,29-4-1954 Buenos Aires Odeon,02:39,1509
3949,Mariposita,Tango,1941,Anselmo Aieta,Francisco García Jiménez,Tango,Instrumental,Orquesta,Ricardo Tanturi,28-3-1947 Buenos Aires RCA-Victor 60-1261 83332,,
3950,Mariposita,Tango,1941,Anselmo Aieta,Francisco García Jiménez,Tango,Hugo Duval,Orquesta,Rodolfo Biagi,1962 Buenos Aires Music Hall 894,,
3951,Mariposita,Tango,1941,Anselmo Aieta,Francisco García Jiménez,Tango,Instrumental,,Pablo Mainetti,2007 Buenos Aires MDR Records 1483,02:51,6388
3952,Marisabel,Vals,,Carlos Vicente Geroni Flores,Claudio Frollo,Vals,Alberto Castillo,Orquesta,Ricardo Tanturi,15-9-1942 Buenos Aires RCA-Victor 39730 69932,,
3953,Marol,Tango,1946,Alberto Nery,Federico Silva,Tango,Alberto Amor,Orquesta,Rodolfo Biagi,31-1-1946 Buenos Aires Odeon 5658 15327,,
3954,Marrón y azul,Tango,,Astor Piazzolla,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,26-12-1956 Buenos Aires Odeon 52090 21727,,
3955,Marrón y azul,Tango,,Astor Piazzolla,,Tango,Instrumental,Octeto Buenos Aires,Astor Piazzolla,1957 Buenos Aires Disk Jockey DIS15001,03:34,590
3956,Martingala,Milonga,,Miguel Bucino,Miguel Bucino,Milonga,Julio Sosa,Orquesta,Armando Pontier,7-2-1957 Buenos Aires RCA-Victor 68-2509 12H254,,
3957,Martirio,Tango,1940,Enrique Santos Discépolo,Enrique Santos Discépolo,Tango,Jorge Durán,Orquesta,José Basso,27-6-1950 Buenos Aires Odeon 55118 17694,,
3958,Martirio,Tango,1940,Enrique Santos Discépolo,Enrique Santos Discépolo,Tango,Monona Tucuna,Conjunto dir:,Carlos Buono,Buenos Aires UMI/Monona Tucuna 19257,03:46,7067
3959,Más allá bandoneón,Tango,,"Ernesto Baffa, Raúl Garello",,Tango,Instrumental,Orquesta,Aníbal Troilo,10-8-1967 Buenos Aires RCA-Victor AVL-3775 7025,,
3960,Más allá de mi rencor,Tango,1944,Lucio Demare,Julián Centeya,Tango,Carlos Bernal,Orquesta,Lucio Demare,11-6-1945 Buenos Aires Odeon 8081 14672,,
3961,Más allá del corazón,Tango,,Juan Pomati,Reinaldo Yiso,Tango,Juan Carlos Godoy,Orquesta,Alfredo De Angelis,13-10-1959 Buenos Aires Odeon 52601-A 24574,,
3962,Más allá todavía,Tango,,Juan Larenza,Cátulo Castillo,Tango,Orlando Verri,Orquesta,Osmar Maderna,31-7-1947 Buenos Aires RCA-Victor 60-1395,,
3963,Más fuerte que yo,Tango,,Leo Lipesker,Eduardo Parula,Tango,Roberto Rufino,Orquesta Roberto Rufino - Dir:,Leo Lipesker,20-10-1959 Buenos Aires RCA-Victor CAL-3282 1312,,
3964,Más solo que nunca,Tango,1944,Federico Leone,Enrique Dizeo,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,5-4-1944 Buenos Aires RCA-Victor 60-0404 79616,,
3965,Más solo que nunca,Tango,1944,Federico Leone,Enrique Dizeo,Tango,Carlos Bermúdez,Orquesta,Pedro Laurenz,26-4-1944 Buenos Aires Odeon 7637 13722,02:38,740
3966,Más solo que nunca,Tango,1944,Federico Leone,Enrique Dizeo,Tango,Enzo Valentino,Con orquesta,,1953 Buenos Aires T.K.,,
3967,Más solo que nunca,Tango,1944,Federico Leone,Enrique Dizeo,Tango,Rosanna Falasca,Orquesta,Lito Escarso,1971 Buenos Aires Diapasón,,
3968,Más vale solo,Tango,,Wolff Neiburg,,Tango,Instrumental,Orquesta,Pedro Maffia,1930 Buenos Aires Brunswick 1419-A 533,,
3969,Mascarita [b],Tango,,José Monzeglio,José Monzeglio,Tango,Julio Sosa,Orquesta,Luis Caruso,31-1-1949 Montevideo Sondor 5208-B 2272,03:07,2336
3970,Mascarita [b],Tango,,José Monzeglio,José Monzeglio,Tango,Carlos Bermúdez,Orquesta,Pedro Laurenz,26-4-1944 Buenos Aires Odeon 7637 13844,,
3971,Mascarón de proa,Tango,,Carlos Vicente Geroni Flores,"Vicente Retta, Carlos Max Viale",Tango,Tita Merello,Con orquesta,,13-10-1930 Buenos Aires RCA-Victor 47516,,
3972,Matala,Tango,,Eduardo Bonessi,"Eduardo Bonessi, Julio Bonnet",Tango,Carlos Heredia,Orquesta,Rodolfo Biagi,13-4-1950 Buenos Aires Odeon 55099 17619,,
3973,Matala,Tango,,Eduardo Bonessi,"Eduardo Bonessi, Julio Bonnet",Tango,Carlos Gardel,"Guitarras de Aguilar, Barbieri y Riverol",,1-5-1930 Buenos Aires Odeon 18814 5489,03:37,1668
3974,Mate Cosido,Tango,,Guillermo Fernández,Guillermo Fernández,Tango,Guillermo Fernández,Guitarras de,César Angeleri,2013 Buenos Aires Acqua Records AQ395,02:39,7251
3975,Mato y voy,Tango,1974,Ernesto Baffa,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,20-12-1978 Buenos Aires Odeon 6933 44485,,
3976,Matraca,Tango,,Fulvio Salamanca,,Tango,Instrumental,Sexteto,Fulvio Salamanca,1987 Buenos Aires Almalí,02:26,6389
3977,Matrimonio,Tango,,Roberto Carlés,Héctor Gagliardi,Tango,Alberto Echagüe,Orquesta,Juan D'Arienzo,10-6-1955 Buenos Aires RCA-Victor 1A-0494 3978,02:38,1937
3978,Matrimonio no,Ranchera,,"Alfredo De Angelis, Armando Ferreiro",Erel Castro,Ranchera,Carlos Aguirre Julián Rosales,Orquesta,Alfredo De Angelis,21-6-1972 Buenos Aires Odeon 51016-A 39488,,
3979,Maula,Tango,1927,Adolfo Mondino,Víctor Soliño,Tango,Nina Miranda,Orquesta,Graciano Gómez,12-8-1955 Buenos Aires Odeon,02:35,1121
3980,Maula,Tango,1927,Adolfo Mondino,Víctor Soliño,Tango,Nina Miranda,Orquesta,Juan Esteban Martínez,15-5-1952 Montevideo Sondor,,
3981,Maxiquiosco,Tango,,Graciela Pesce,Graciela Pesce,Tango,Graciela Pesce,Conjunto acompañante,,2010 Buenos Aires Gobi Music GM031,02:27,7107
3982,Mazamorra,Ranchera,,Arturo Carelli,,Ranchera,Instrumental,Orquesta,Pedro Maffia,1930 Buenos Aires Columbia Record 6013-B,,
3983,Me bautizaron milonga,Milonga,,Osvaldo Rizzo,Beba Bidart,Milonga,Beba Bidart,,,Buenos Aires M&M,02:22,2368
3984,Me besó y se fue,Vals,1935,José Canet,José Canet,Vals,Hugo Del Carril,con orquesta,,16-9-1936 Buenos Aires RCA-Victor 38001 93334,02:50,601
3985,Me besó y se fue,Vals,1935,José Canet,José Canet,Vals,Enrique Campos,Orquesta,Ricardo Tanturi,19-2-1945 Buenos Aires RCA-Victor 60-0638 80551,,
3986,Me besó y se fue,Vals,1935,José Canet,José Canet,Vals,Oscar Alonso,Con guitarras,,1974 Buenos Aires RCA-Victor LZ-1299 CAAY-4425,,
3987,Me besó y se fue,Vals,1935,José Canet,José Canet,Vals,Nelly Omar,Guitarras de,José Canet,1981 Buenos Aires RCA-Victor LZ-1509,,
3988,Me besó y se fue,Vals,1935,José Canet,José Canet,Vals,Luis Cardei,,Antonio Pisano,1995 Buenos Aires G 001,,
3989,Me casé con un sargento,Corrido polca,,"Miguel Caló, Enrique Francini",Aristeo Salgueiro,Corrido polca,Alberto Podestá,Orquesta,Miguel Caló,31-7-1941 Buenos Aires Odeon 8363 11345,,
3990,Me da pena confesarlo,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Carlos Gardel,"Guitarras de Barbieri, Pettorossi, Riverol y Vivas",,22-2-1933 Buenos Aires Odeon 18882 7353,02:38,3375
3991,Me da pena confesarlo,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Hernán Frizzera,Con guitarras,,Buenos Aires Particular,02:40,6421
3992,Me da pena confesarlo,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Roberto Videla,Orquesta,Ricardo Tanturi,28-3-1947 Buenos Aires RCA-Victor 60-1261 83331,,
3993,Me duele el corazón,Vals,,Pedro Durán Quevedo,"Pedro Durán Quevedo, Víctor Mendoza",Vals,Raúl Iriarte Los Trovadores del Perú,Orquesta,Miguel Caló,7-11-1944 Buenos Aires Odeon 8394 14199,,
3994,Me duele el corazón,Vals,,Pedro Durán Quevedo,"Pedro Durán Quevedo, Víctor Mendoza",Vals,Armando Laborde,Orquesta,Juan D'Arienzo,26-7-1945 Buenos Aires RCA-Victor 60-0743 80746,,
3995,Me embrujaste,Tango,,Luis Bernardo Saldarriaga,Luis Bernardo Saldarriaga,Tango,Juan Carlos Godoy,Orquesta,Alfredo De Angelis,1964 Colombia Discos Fuentes 3001,,
3996,Me enamoré una vez,Ranchera,,Francisco Canaro,Ivo Pelay,Ranchera,Carlos Gardel,Orquesta,Alfredo De Angelis,30-11-1973 Buenos Aires Odeon 8015-B 41247,,
3997,Me enamoré una vez,Ranchera,,Francisco Canaro,Ivo Pelay,Ranchera,Tita Merello,Conjunto,Carlos Figari,1-10-1969 Buenos Aires Odeon,,
3998,Me enamoré una vez,Ranchera,,Francisco Canaro,Ivo Pelay,Ranchera,María Lavalle,Conjunto,,2014 Madrid Independiente Volcan077,03:12,7283
3999,Me encanta silbar,Foxtrot,,Jimmy Mc Hugh,Louis Raymond,Foxtrot,Roberto Flores,Orquesta,Enrique Rodríguez,21-9-1938 Buenos Aires Odeon 7207 9632,02:35,1690
4000,Me están sobrando las penas,Tango,1944,"José Basso, Argentino Galván",Carlos Bahr,Tango,Alberto Marino,Orquesta,Aníbal Troilo,1-8-1944 Buenos Aires RCA-Victor 60-0519 79796,,
4001,Me están sobrando las penas,Tango,1944,"José Basso, Argentino Galván",Carlos Bahr,Tango,Carlos Bermúdez,Orquesta,Pedro Laurenz,7-8-1944 Buenos Aires Odeon 7640 14008,,
4002,Me están sobrando las penas,Tango,1944,"José Basso, Argentino Galván",Carlos Bahr,Tango,Carlos Rossi,Orquesta,José Basso,1967 Buenos Aires Music Hall 2136,,
4003,Me estás enloqueciendo,Foxtrot,,Walter Donaldson,Francisco Lío,Foxtrot,Mercedes Carné,Orquesta,Carlos Di Sarli,1932 Buenos Aires Brunswick,,
4004,Me grita el corazón,Tango,,"Miguel Bonano, Mario Landi",Roberto Miró,Tango,Armando Laborde,Orquesta,Juan D'Arienzo,26-8-1946 Buenos Aires RCA-Victor 60-1030 82305,,
4005,Me gusta bailar milonga,Milonga,,Pintín Castellanos,Pintín Castellanos,Milonga,Alberto Arenas,Orquesta,Francisco Canaro,12-4-1956 Buenos Aires Odeon 51954 20898,02:40,2645
4006,Me gusta Buenos Aires,Tango,,Ana María Ottati,Ana María Ottati,Tango,Ana María Ottati,Piano de,Gustavo Britos,Buenos Aires,03:08,7701
4007,Me llaman El Zorro,Tango,1942,Mario Perini,Roberto Lambertucci,Tango,Raúl Berón,Orquesta,Lucio Demare,11-2-1943 Buenos Aires Odeon 8062 12571,,
4008,Me llaman El Zorro,Tango,1942,Mario Perini,Roberto Lambertucci,Tango,Alberto Castillo,Orquesta,Ricardo Tanturi,4-12-1942 Buenos Aires RCA-Victor 39813 84094,,
4009,Me llaman Luna,Milonga,,Horacio Cabarcos,César Rossi,Milonga,Sandra Luna,Con orquesta,,2003 Buenos Aires Random Records RR 788,2:38,7603
4010,Me llaman tango,Tango,,Emilio De Caro,Mario Soto,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,30-4-1943 Buenos Aires RCA-Victor 60-0066 84322,,
4011,Me llamo Anselmo Contreras,Tango,,Miguel Nijensohn,Cátulo Castillo,Tango,Raúl Iriarte,Orquesta,Miguel Caló,8-3-1946 Buenos Aires Odeon 30012 15346,,
4012,Me llamo como me llamo,Milonga,,Miguel Bucino,Miguel Bucino,Milonga,Armando Laborde,Orquesta,Juan D'Arienzo,15-5-1950 Buenos Aires RCA-Victor 63-0006 93702,,
4013,Me olvidé de tu nombre,Canción,,Enrique Espinosa,Argentino Luna,Canción,Carlos Aguirre,Orquesta,Alfredo De Angelis,13-8-1973 Buenos Aires Odeon 1866-A 40722,,
4014,Me quedé mirándola,Tango,1945,Vicente Spina,Roberto Miró,Tango,Alberto Marino,Orquesta,Aníbal Troilo,27-3-1945 Buenos Aires RCA-Victor 60-0660 80596,,
4015,Me quedé mirándola,Tango,1945,Vicente Spina,Roberto Miró,Tango,Horacio Quintana,Orquesta,Lucio Demare,21-3-1945 Buenos Aires Odeon 8080 14494,,
4016,Me quedé mirándola,Tango,1945,Vicente Spina,Roberto Miró,Tango,Alberto Amor,Orquesta,Rodolfo Biagi,25-5-1945 Buenos Aires Odeon 5651 14646,,
4017,Me quedé mirándola,Tango,1945,Vicente Spina,Roberto Miró,Tango,Alfredo Belusi,Orquesta,José Basso,1964 Buenos Aires Music Hall 12487 30470,,
4018,Me quedé mirándola,Tango,1945,Vicente Spina,Roberto Miró,Tango,Luis Cardei,,,1998 Buenos Aires DBN CDM-51586,02:45,639
4019,Me querés [c],Tango,,Héctor Gentile,,Tango,Instrumental,Orquesta,Héctor Gentile,1932 Brasil Victor 33598-B,02:40,7023
4020,Me quieres y te quiero,Vals,,Victorio Virgillito,Antonio Cantó,Vals,Armando Laborde,Orquesta,Juan D'Arienzo,17-5-1956 Buenos Aires RCA-Victor 1A-0871 4959,,
4021,Me robó su cariño,Tango,,Oscar Rubens,Oscar Rubens,Tango,Alberto Guzmán,Orquesta,Ricardo Tanturi,2-9-1958 Buenos Aires RCA-Victor 1A-1699 JAAB672,,
4022,Me voy Buenos Aires,Tango,,Antonio Varela,Horacio Sanguinetti,Tango,Alberto Serna,Orquesta,Antonio Rodio,17-9-1943 Buenos Aires Odeon 7602 13141,,
